sku;_category;_type;_attribute_set;_product_websites;status;visibility;tax_class_id;qty;is_in_stock;_akeneo_variant_group;_super_products_sku;_super_attribute_code;_super_attribute_option;_super_attribute_price_corr;has_options;required_options;name;description;price;clothing_size;container_material;main_color;secondary_color;tshirt_materials;tshirt_style
"AKNTS_BPS_VSO";"Hauptkatalog/Büro/Leckereien";"simple";"tshirts";"base";"1";"4";"2";"100";"1";"";"";"";"";"";"0";"0";"Akeneo T-Shirt black and purple with short sleeve and vneck";"Akeneo T-Shirt";"10.0";"s";"";"black";"purple";"organic_cotton";"vneck,short_sleeve"
"";"Hauptkatalog/Kleidung/T-Shirts";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"AKNTS_BPM_VSO";"Hauptkatalog/Büro/Leckereien";"simple";"tshirts";"base";"1";"4";"2";"100";"1";"";"";"";"";"";"0";"0";"Akeneo T-Shirt black and purple with short sleeve and vneck";"Akeneo T-Shirt";"10.0";"m";"";"black";"purple";"organic_cotton";"vneck,short_sleeve"
"";"Hauptkatalog/Kleidung/T-Shirts";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"AKNTS_BPL_VSO";"Hauptkatalog/Büro/Leckereien";"simple";"tshirts";"base";"1";"4";"2";"100";"1";"";"";"";"";"";"0";"0";"Akeneo T-Shirt black and purple with short sleeve and vneck";"Akeneo T-Shirt";"10.0";"l";"";"black";"purple";"organic_cotton";"vneck,short_sleeve"
"";"Hauptkatalog/Kleidung/T-Shirts";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"AKNTS_BPXL_VSO";"Hauptkatalog/Büro/Leckereien";"simple";"tshirts";"base";"1";"4";"2";"100";"1";"";"";"";"";"";"0";"0";"Akeneo T-Shirt black and purple with short sleeve and vneck";"Akeneo T-Shirt";"10.0";"xl";"";"black";"purple";"organic_cotton";"vneck,short_sleeve"
"";"Hauptkatalog/Kleidung/T-Shirts";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"AKNTS_BPXXL_VSO";"Hauptkatalog/Büro/Leckereien";"simple";"tshirts";"base";"1";"4";"2";"100";"1";"";"";"";"";"";"0";"0";"Akeneo T-Shirt black and purple with short sleeve and vneck";"Akeneo T-Shirt";"10.0";"xxl";"";"black";"purple";"organic_cotton";"vneck,short_sleeve"
"";"Hauptkatalog/Kleidung/T-Shirts";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"AKNTS_WPXS_VSO";"Hauptkatalog/Büro/Leckereien";"simple";"tshirts";"base";"1";"4";"2";"100";"1";"";"";"";"";"";"0";"0";"Akeneo T-Shirt white and purple with short sleeve and vneck";"Akeneo T-Shirt";"10.0";"xs";"";"white";"purple";"organic_cotton";"vneck,short_sleeve"
"";"Hauptkatalog/Kleidung/T-Shirts";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"AKNTS_WPS_VSO";"Hauptkatalog/Büro/Leckereien";"simple";"tshirts";"base";"1";"4";"2";"100";"1";"";"";"";"";"";"0";"0";"Akeneo T-Shirt white and purple with short sleeve and vneck";"Akeneo T-Shirt";"10.0";"s";"";"white";"purple";"organic_cotton";"vneck,short_sleeve"
"";"Hauptkatalog/Kleidung/T-Shirts";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"AKNTS_WPM_VSO";"Hauptkatalog/Büro/Leckereien";"simple";"tshirts";"base";"1";"4";"2";"100";"1";"";"";"";"";"";"0";"0";"Akeneo T-Shirt white and purple with short sleeve and vneck";"Akeneo T-Shirt";"10.0";"m";"";"white";"purple";"organic_cotton";"vneck,short_sleeve"
"";"Hauptkatalog/Kleidung/T-Shirts";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"AKNTS_WPL_VSO";"Hauptkatalog/Büro/Leckereien";"simple";"tshirts";"base";"1";"4";"2";"100";"1";"";"";"";"";"";"0";"0";"Akeneo T-Shirt white and purple with short sleeve and vneck";"Akeneo T-Shirt";"10.0";"l";"";"white";"purple";"organic_cotton";"vneck,short_sleeve"
"";"Hauptkatalog/Kleidung/T-Shirts";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"AKNTS_WPXL_VSO";"Hauptkatalog/Büro/Leckereien";"simple";"tshirts";"base";"1";"4";"2";"100";"1";"";"";"";"";"";"0";"0";"Akeneo T-Shirt white and purple with short sleeve and vneck";"Akeneo T-Shirt";"10.0";"xl";"";"white";"purple";"organic_cotton";"vneck,short_sleeve"
"";"Hauptkatalog/Kleidung/T-Shirts";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"AKNTS_WPXXL_VSO";"Hauptkatalog/Büro/Leckereien";"simple";"tshirts";"base";"1";"4";"2";"100";"1";"";"";"";"";"";"0";"0";"Akeneo T-Shirt white and purple with short sleeve and vneck";"Akeneo T-Shirt";"10.0";"xxl";"";"white";"purple";"organic_cotton";"vneck,short_sleeve"
"";"Hauptkatalog/Kleidung/T-Shirts";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"AKNTS_PBXS_VSO";"Hauptkatalog/Büro/Leckereien";"simple";"tshirts";"base";"1";"4";"2";"100";"1";"";"";"";"";"";"0";"0";"Akeneo T-Shirt purple and white with short sleeve and vneck";"Akeneo T-Shirt";"10.0";"xs";"";"purple";"black";"organic_cotton";"vneck,short_sleeve"
"";"Hauptkatalog/Kleidung/T-Shirts";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"AKNTS_PBS_VSO";"Hauptkatalog/Büro/Leckereien";"simple";"tshirts";"base";"1";"4";"2";"100";"1";"";"";"";"";"";"0";"0";"Akeneo T-Shirt purple and white with short sleeve and vneck";"Akeneo T-Shirt";"10.0";"s";"";"purple";"black";"organic_cotton";"vneck,short_sleeve"
"";"Hauptkatalog/Kleidung/T-Shirts";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"AKNTS_PBM_VSO";"Hauptkatalog/Büro/Leckereien";"simple";"tshirts";"base";"1";"4";"2";"100";"1";"";"";"";"";"";"0";"0";"Akeneo T-Shirt purple and white with short sleeve and vneck";"Akeneo T-Shirt";"10.0";"m";"";"purple";"black";"organic_cotton";"vneck,short_sleeve"
"";"Hauptkatalog/Kleidung/T-Shirts";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"AKNTS_PBL_VSO";"Hauptkatalog/Büro/Leckereien";"simple";"tshirts";"base";"1";"4";"2";"100";"1";"";"";"";"";"";"0";"0";"Akeneo T-Shirt purple and white with short sleeve and vneck";"Akeneo T-Shirt";"10.0";"l";"";"purple";"black";"organic_cotton";"vneck,short_sleeve"
"";"Hauptkatalog/Kleidung/T-Shirts";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"AKNTS_PBXL_VSO";"Hauptkatalog/Büro/Leckereien";"simple";"tshirts";"base";"1";"4";"2";"100";"1";"";"";"";"";"";"0";"0";"Akeneo T-Shirt purple and white with short sleeve and vneck";"Akeneo T-Shirt";"10.0";"xl";"";"purple";"black";"organic_cotton";"vneck,short_sleeve"
"";"Hauptkatalog/Kleidung/T-Shirts";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"AKNTS_PBXXL_VSO";"Hauptkatalog/Büro/Leckereien";"simple";"tshirts";"base";"1";"4";"2";"100";"1";"";"";"";"";"";"0";"0";"Akeneo T-Shirt purple and white with short sleeve and vneck";"Akeneo T-Shirt";"10.0";"xxl";"";"purple";"black";"organic_cotton";"vneck,short_sleeve"
"";"Hauptkatalog/Kleidung/T-Shirts";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"AKNTS_PWXS_VSO";"Hauptkatalog/Büro/Leckereien";"simple";"tshirts";"base";"1";"4";"2";"100";"1";"";"";"";"";"";"0";"0";"Akeneo T-Shirt white and purple with short sleeve and vneck";"Akeneo T-Shirt";"10.0";"xs";"";"purple";"white";"organic_cotton";"vneck,short_sleeve"
"";"Hauptkatalog/Kleidung/T-Shirts";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"AKNTS_PWS_VSO";"Hauptkatalog/Büro/Leckereien";"simple";"tshirts";"base";"1";"4";"2";"100";"1";"";"";"";"";"";"0";"0";"Akeneo T-Shirt white and purple with short sleeve and vneck";"Akeneo T-Shirt";"10.0";"s";"";"purple";"white";"organic_cotton";"vneck,short_sleeve"
"";"Hauptkatalog/Kleidung/T-Shirts";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"AKNTS_PWM_VSO";"Hauptkatalog/Büro/Leckereien";"simple";"tshirts";"base";"1";"4";"2";"100";"1";"";"";"";"";"";"0";"0";"Akeneo T-Shirt white and purple with short sleeve and vneck";"Akeneo T-Shirt";"10.0";"m";"";"purple";"white";"organic_cotton";"vneck,short_sleeve"
"";"Hauptkatalog/Kleidung/T-Shirts";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"AKNTS_PWL_VSO";"Hauptkatalog/Büro/Leckereien";"simple";"tshirts";"base";"1";"4";"2";"100";"1";"";"";"";"";"";"0";"0";"Akeneo T-Shirt white and purple with short sleeve and vneck";"Akeneo T-Shirt";"10.0";"l";"";"purple";"white";"organic_cotton";"vneck,short_sleeve"
"";"Hauptkatalog/Kleidung/T-Shirts";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"AKNTS_PWXL_VSO";"Hauptkatalog/Büro/Leckereien";"simple";"tshirts";"base";"1";"4";"2";"100";"1";"";"";"";"";"";"0";"0";"Akeneo T-Shirt white and purple with short sleeve and vneck";"Akeneo T-Shirt";"10.0";"xl";"";"purple";"white";"organic_cotton";"vneck,short_sleeve"
"";"Hauptkatalog/Kleidung/T-Shirts";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"AKNTS_PWXXL_VSO";"Hauptkatalog/Büro/Leckereien";"simple";"tshirts";"base";"1";"4";"2";"100";"1";"";"";"";"";"";"0";"0";"Akeneo T-Shirt white and purple with short sleeve and vneck";"Akeneo T-Shirt";"10.0";"xxl";"";"purple";"white";"organic_cotton";"vneck,short_sleeve"
"";"Hauptkatalog/Kleidung/T-Shirts";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"OROMUG_BO";"Hauptkatalog/Büro/Leckereien";"simple";"mugs";"base";"1";"1";"2";"100";"1";"";"";"";"";"";"0";"0";"Oro Mug";"Oro Mug";"5.0";"";"ceramic";"black";"orange";"";""
"OROMUG_WO";"Hauptkatalog/Büro/Leckereien";"simple";"mugs";"base";"1";"1";"2";"100";"1";"";"";"";"";"";"0";"0";"Oro Mug";"Oro Mug";"5.0";"";"ceramic";"white";"orange";"";""
"OROMUG_OW";"Hauptkatalog/Büro/Leckereien";"simple";"mugs";"base";"1";"1";"2";"100";"1";"";"";"";"";"";"0";"0";"Oro Mug";"Oro Mug";"5.0";"";"ceramic";"orange";"white";"";""
"OROMUG_OB";"Hauptkatalog/Büro/Leckereien";"simple";"mugs";"base";"1";"1";"2";"100";"1";"";"";"";"";"";"0";"0";"Oro Mug";"Oro Mug";"5.0";"";"ceramic";"orange";"black";"";""
"OROMUG_ODB";"Hauptkatalog/Büro/Leckereien";"simple";"mugs";"base";"1";"1";"2";"100";"1";"";"";"";"";"";"0";"0";"Oro Mug";"Oro Mug";"5.0";"";"ceramic";"orange";"blue";"";""
"OROMUG_BO_P";"Hauptkatalog/Büro/Leckereien";"simple";"mugs";"base";"1";"4";"2";"100";"1";"";"";"";"";"";"0";"0";"Oro Mug";"Oro Mug";"5.0";"";"porcelain";"black";"orange";"";""
"OROMUG_WO_P";"Hauptkatalog/Büro/Leckereien";"simple";"mugs";"base";"1";"4";"2";"100";"1";"";"";"";"";"";"0";"0";"Oro Mug";"Oro Mug";"5.0";"";"porcelain";"white";"orange";"";""
"OROMUG_DBO_P";"Hauptkatalog/Büro/Leckereien";"simple";"mugs";"base";"1";"4";"2";"100";"1";"";"";"";"";"";"0";"0";"Oro Mug";"Oro Mug";"5.0";"";"porcelain";"blue";"orange";"";""
"OROMUG_OW_P";"Hauptkatalog/Büro/Leckereien";"simple";"mugs";"base";"1";"4";"2";"100";"1";"";"";"";"";"";"0";"0";"Oro Mug";"Oro Mug";"5.0";"";"porcelain";"orange";"white";"";""
"OROMUG_OB_P";"Hauptkatalog/Büro/Leckereien";"simple";"mugs";"base";"1";"4";"2";"100";"1";"";"";"";"";"";"0";"0";"Oro Mug";"Oro Mug";"5.0";"";"porcelain";"orange";"black";"";""
"OROMUG_ODB_P";"Hauptkatalog/Büro/Leckereien";"simple";"mugs";"base";"1";"4";"2";"100";"1";"";"";"";"";"";"0";"0";"Oro Mug";"Oro Mug";"5.0";"";"porcelain";"orange";"blue";"";""
"AKNMUG_WP";"Hauptkatalog/Büro/Leckereien";"simple";"mugs";"base";"1";"1";"2";"100";"1";"";"";"";"";"";"0";"0";"Akeneo Mug";"Akeneo Mug";"5.0";"";"";"white";"purple";"";""
"AKNMUG_PB";"Hauptkatalog/Büro/Leckereien";"simple";"mugs";"base";"1";"1";"2";"100";"1";"";"";"";"";"";"0";"0";"Akeneo Mug";"Akeneo Mug";"5.0";"";"";"purple";"black";"";""
"AKNMUG_PW";"Hauptkatalog/Büro/Leckereien";"simple";"mugs";"base";"1";"1";"2";"100";"1";"";"";"";"";"";"0";"0";"Akeneo Mug";"Akeneo Mug";"5.0";"";"";"purple";"white";"";""
"AKNMUG_BP";"Hauptkatalog/Büro/Leckereien";"simple";"mugs";"base";"1";"1";"2";"100";"1";"";"";"";"";"";"0";"0";"Akeneo Mug";"Akeneo Mug";"5.0";"";"";"black";"purple";"";""
"AKNMUG_BP_config";"Hauptkatalog/Büro/Leckereien";"configurable";"mugs";"base";"1";"4";"2";"100";"1";"";"";"";"";"";"1";"1";"Akeneo Mug";"Akeneo Mug";"5.0";"";"";"black";"purple";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNMUG_BP";"main_color";"black";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNMUG_BP";"main_color";"black";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNMUG_BP";"main_color";"black";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNMUG_BP";"main_color";"black";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNMUG_BP";"main_color";"black";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNMUG_BP";"main_color";"black";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNMUG_WP";"main_color";"white";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNMUG_WP";"main_color";"white";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNMUG_WP";"main_color";"white";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNMUG_WP";"main_color";"white";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNMUG_WP";"main_color";"white";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNMUG_WP";"main_color";"white";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNMUG_PB";"main_color";"purple";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNMUG_PB";"main_color";"purple";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNMUG_PB";"main_color";"purple";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNMUG_PB";"main_color";"purple";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNMUG_PB";"main_color";"purple";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNMUG_PB";"main_color";"purple";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNMUG_PW";"main_color";"purple";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNMUG_PW";"main_color";"purple";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNMUG_PW";"main_color";"purple";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNMUG_PW";"main_color";"purple";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNMUG_PW";"main_color";"purple";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNMUG_PW";"main_color";"purple";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNMUG_BP";"secondary_color";"purple";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNMUG_BP";"secondary_color";"purple";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNMUG_BP";"secondary_color";"purple";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNMUG_BP";"secondary_color";"purple";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNMUG_BP";"secondary_color";"purple";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNMUG_BP";"secondary_color";"purple";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNMUG_BP";"secondary_color";"purple";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNMUG_BP";"secondary_color";"purple";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNMUG_BP";"secondary_color";"purple";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNMUG_PB";"secondary_color";"black";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNMUG_PB";"secondary_color";"black";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNMUG_PB";"secondary_color";"black";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNMUG_PB";"secondary_color";"black";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNMUG_PB";"secondary_color";"black";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNMUG_PB";"secondary_color";"black";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNMUG_PB";"secondary_color";"black";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNMUG_PB";"secondary_color";"black";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNMUG_PB";"secondary_color";"black";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNMUG_PW";"secondary_color";"white";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNMUG_PW";"secondary_color";"white";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNMUG_PW";"secondary_color";"white";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNMUG_PW";"secondary_color";"white";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNMUG_PW";"secondary_color";"white";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNMUG_PW";"secondary_color";"white";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNMUG_PW";"secondary_color";"white";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNMUG_PW";"secondary_color";"white";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNMUG_PW";"secondary_color";"white";"";"";"";"";"";"";"";"";"";"";"";""
"AKNTS_BPL";"Hauptkatalog/Büro/Leckereien";"simple";"tshirts";"base";"1";"1";"2";"100";"1";"";"";"";"";"";"0";"0";"Akeneo T-Shirt black and purple with short sleeve";"Akeneo T-Shirt";"10.0";"l";"";"black";"purple";"cotton";"crewneck,short_sleeve"
"";"Hauptkatalog/Kleidung/T-Shirts";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"AKNTS_BPL_config";"Hauptkatalog/Büro/Leckereien";"configurable";"tshirts";"base";"1";"4";"2";"100";"1";"";"";"";"";"";"1";"1";"Akeneo T-Shirt black and purple with short sleeve";"Akeneo T-Shirt";"10.0";"l";"";"black";"purple";"cotton";"crewneck,short_sleeve"
"";"Hauptkatalog/Kleidung/T-Shirts";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_BPL";"main_color";"black";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_BPL";"main_color";"black";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_BPL";"main_color";"black";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_BPL";"main_color";"black";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_BPL";"main_color";"black";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_BPL";"main_color";"black";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_WPL";"main_color";"white";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_WPL";"main_color";"white";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_WPL";"main_color";"white";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_WPL";"main_color";"white";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_WPL";"main_color";"white";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_WPL";"main_color";"white";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_PBL";"main_color";"purple";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_PBL";"main_color";"purple";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_PBL";"main_color";"purple";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_PBL";"main_color";"purple";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_PBL";"main_color";"purple";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_PBL";"main_color";"purple";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_PWL";"main_color";"purple";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_PWL";"main_color";"purple";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_PWL";"main_color";"purple";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_PWL";"main_color";"purple";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_PWL";"main_color";"purple";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_PWL";"main_color";"purple";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_BPL";"secondary_color";"purple";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_BPL";"secondary_color";"purple";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_BPL";"secondary_color";"purple";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_BPL";"secondary_color";"purple";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_BPL";"secondary_color";"purple";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_BPL";"secondary_color";"purple";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_BPL";"secondary_color";"purple";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_BPL";"secondary_color";"purple";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_BPL";"secondary_color";"purple";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_PBL";"secondary_color";"black";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_PBL";"secondary_color";"black";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_PBL";"secondary_color";"black";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_PBL";"secondary_color";"black";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_PBL";"secondary_color";"black";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_PBL";"secondary_color";"black";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_PBL";"secondary_color";"black";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_PBL";"secondary_color";"black";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_PBL";"secondary_color";"black";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"AKNTS_PWL";"secondary_color";"white";"";"";"";"";"";"";"";"";"";"";"";""
